pres_dem_seats,sen_dem_seats,cut_edges,pres_eg,sen_eg,latino_districts
34,37,471,0.16407506385394002,0.12985150852503602,2
34,37,471,0.16407506385394002,0.12985150852503602,2
34,37,472,0.16407506385394002,0.12985150852503602,2
34,37,472,0.16407506385394002,0.12985150852503602,2
34,37,474,0.16407506385394002,0.12985150852503602,2
34,37,473,0.16407506385394002,0.12985150852503602,2
34,37,474,0.16407506385394002,0.12985150852503602,2
34,37,475,0.16407506385394002,0.12985150852503602,2
34,37,476,0.16407506385394002,0.12985150852503602,2
34,37,476,0.16407506385394002,0.12985150852503602,2
34,37,475,0.16407506385394002,0.12985150852503602,2
34,37,477,0.16407506385394002,0.12985150852503602,3
34,37,478,0.16407506385394002,0.12985150852503602,3
34,37,479,0.16357053889572098,0.12985150852503602,3
34,37,480,0.16357053889572098,0.12985150852503602,3
33,37,481,0.13891188156276607,0.12985150852503602,3
33,37,482,0.13891188156276607,0.12985150852503602,3
33,37,476,0.13891188156276607,0.12985150852503602,3
33,37,473,0.13891188156276607,0.12985150852503602,3
33,37,474,0.13891188156276607,0.12985150852503602,3
33,37,476,0.13891188156276607,0.12985150852503602,3
33,37,476,0.13891188156276607,0.12985150852503602,3
33,37,472,0.13891188156276607,0.12985150852503602,3
33,37,471,0.13891188156276607,0.12985150852503602,3
33,37,472,0.13891188156276607,0.12985150852503602,3
33,37,475,0.13891188156276607,0.12985150852503602,3
33,37,465,0.13891188156276607,0.12985150852503602,3
33,37,468,0.13891188156276607,0.12985150852503602,3
33,37,468,0.13891188156276607,0.12985150852503602,3
33,37,467,0.13891188156276607,0.12985150852503602,3
33,37,469,0.13891188156276607,0.12985150852503602,3
33,37,469,0.13891188156276607,0.12985150852503602,3
34,37,469,0.1676619209787784,0.12985150852503602,3
34,37,469,0.1676619209787784,0.12985150852503602,3
34,37,467,0.16688148393403338,0.12985150852503602,3
34,37,466,0.16688148393403338,0.12985150852503602,3
34,37,462,0.16688148393403338,0.12985150852503602,3
34,37,462,0.16688148393403338,0.12985150852503602,3
34,37,460,0.16688148393403338,0.12985150852503602,3
34,37,460,0.16688148393403338,0.12985150852503602,3
34,37,460,0.16688148393403338,0.12985150852503602,3
34,37,458,0.16688148393403338,0.12985150852503602,3
34,37,462,0.16688148393403338,0.12985150852503602,3
34,37,459,0.16688148393403338,0.12985150852503602,3
34,37,459,0.16945140793996152,0.13242533373595797,3
34,37,459,0.16945140793996152,0.13242533373595797,3
34,37,459,0.16945140793996152,0.13242533373595797,3
34,37,459,0.16945140793996152,0.13242533373595797,3
34,37,458,0.16945140793996152,0.13242533373595797,3
34,37,457,0.16945140793996152,0.13242533373595797,3
34,37,457,0.16945140793996152,0.13242533373595797,3
34,37,459,0.16945140793996152,0.13242533373595797,3
34,37,458,0.16945140793996152,0.13242533373595797,3
34,37,454,0.16945140793996152,0.13242533373595797,3
34,37,454,0.16945140793996152,0.13242533373595797,3
34,37,457,0.16945140793996152,0.13242533373595797,3
34,37,457,0.16945140793996152,0.13242533373595797,3
34,37,451,0.16945140793996152,0.13242533373595797,3
34,37,450,0.16945140793996152,0.13242533373595797,3
34,37,450,0.16945140793996152,0.13242533373595797,3
34,37,449,0.16945140793996152,0.13242533373595797,3
34,37,453,0.16591579163119224,0.13242533373595797,3
34,37,461,0.16591579163119224,0.13242533373595797,3
34,37,458,0.16591579163119224,0.13242533373595797,3
34,37,457,0.16591579163119224,0.13242533373595797,3
34,37,457,0.16591579163119224,0.13242533373595797,3
34,37,455,0.16591579163119224,0.13242533373595797,3
34,37,456,0.16591579163119224,0.13242533373595797,3
34,37,459,0.16591579163119224,0.13242533373595797,3
34,37,458,0.16016105382650647,0.13242533373595797,3
35,37,457,0.18481971115946141,0.13242533373595797,3
34,37,459,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,3
34,37,461,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,3
34,37,460,0.1515289471194778,0.13242533373595797,2
34,37,461,0.1515289471194778,0.13242533373595797,2
34,37,461,0.1515289471194778,0.13242533373595797,2
34,37,463,0.1515289471194778,0.13242533373595797,2
34,37,457,0.1520078516696623,0.13242533373595797,2
34,37,457,0.1520078516696623,0.13242533373595797,2
34,37,460,0.1520078516696623,0.13242533373595797,2
34,37,459,0.1520078516696623,0.13242533373595797,2
34,37,455,0.1520078516696623,0.13242533373595797,2
34,37,456,0.1520078516696623,0.13242533373595797,2
34,37,455,0.1520078516696623,0.13242533373595797,3
34,37,458,0.15776258947434807,0.13242533373595797,3
34,37,457,0.15776258947434807,0.13242533373595797,3
34,37,451,0.15776258947434807,0.13242533373595797,3
34,37,450,0.15776258947434807,0.13242533373595797,3
34,37,454,0.16226389808595845,0.13242533373595797,3
34,37,457,0.16226389808595845,0.13242533373595797,3
34,37,450,0.16226389808595845,0.13242533373595797,3
34,37,450,0.16226389808595845,0.13242533373595797,3
34,37,450,0.16226389808595845,0.13242533373595797,3
34,37,449,0.16226389808595845,0.13242533373595797,3
34,37,448,0.16226389808595845,0.13242533373595797,3
34,37,449,0.15902587267051366,0.12913002681236815,3
34,37,446,0.15902587267051366,0.12913002681236815,3
34,37,445,0.15902587267051366,0.12913002681236815,3
34,37,443,0.15902587267051366,0.12913002681236815,3
34,37,443,0.15902587267051366,0.12913002681236815,3
34,37,443,0.15902587267051366,0.12913002681236815,3
34,37,435,0.15902587267051366,0.12913002681236815,3
34,37,435,0.15902587267051366,0.12913002681236815,3
34,37,433,0.15902587267051366,0.12913002681236815,3
34,37,430,0.15902587267051366,0.12913002681236815,2
34,37,430,0.15902587267051366,0.12913002681236815,2
34,37,430,0.1593471131712547,0.1294745545965073,2
34,37,428,0.1591421499069782,0.1294745545965073,2
34,37,426,0.1591421499069782,0.1294745545965073,2
34,37,423,0.1591421499069782,0.1294745545965073,2
34,37,424,0.1591421499069782,0.1294745545965073,2
34,37,420,0.1591421499069782,0.1294745545965073,2
34,37,420,0.1591421499069782,0.1294745545965073,2
34,37,415,0.15639091224419008,0.1294745545965073,2
34,37,415,0.15639091224419008,0.1294745545965073,2
35,37,417,0.17952416989877967,0.1294745545965073,2
35,37,414,0.17952416989877967,0.1294745545965073,2
35,37,413,0.17952416989877967,0.1294745545965073,2
35,37,413,0.17952416989877967,0.1294745545965073,2
35,37,418,0.17952416989877967,0.1294745545965073,2
34,37,417,0.15639091224419008,0.1294745545965073,2
34,37,419,0.15639091224419008,0.1294745545965073,2
34,37,420,0.15639091224419008,0.1294745545965073,2
34,37,420,0.15639091224419008,0.1294745545965073,1
34,37,418,0.15639091224419008,0.1294745545965073,1
34,37,415,0.15639091224419008,0.1294745545965073,1
34,37,418,0.15639091224419008,0.1294745545965073,1
